unit_price_incl_tax,product_region_name,importer_name,offer_id,varietalcategory_name,producing_winery_winedirect_upc,title,varietal_list,label_classification,product_title,product_winery_name,utm_lt_campaign_token,varietal,utm_ft_keywords,product_style_name
34.48,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,Bing_Search_Alpha_Wines_USA_NapaValley,Cabernet Sauvignon,,Red Wine
32.39,United States > California > Napa Valley,,20001677_2018-08-25,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
51.44,Italy > Tuscany,Lyra Fine Wine Importers,20001071_2017-11-19,Red Blend,20001071-CAI,2012 Caiarossa Toscana IGT Rosso,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Import,2012 Caiarossa Toscana IGT Rosso,Caiarossa,,Cabernet Franc,,Red Wine
39.99,,,,,,,,Import,,,,,,Red Wine
32.24,United States > Oregon,,,,,,,Domestic,,Panther Creek Cellars,,,,Red Wine
32.69,United States > California > Napa Valley,,20001677_2018-09-28,Red Blend,20001677-KCB,2016 Delightful and Strange Proprietary Red Wine Napa Valley,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,Bing_Search_Beta_Wines,Cabernet Sauvignon,#NAME?,Red Wine
16.21,,,,Interesting White,,,,Import,,,Cartera 12%,,,White Wine
19.99,France > Burgundy > Macon,AP Wine Imports,20001374_2018-05-06,White Burgundy,20001374-CDP,2016 Domaine du Chateau de Pierreclos Macon-Pierreclos,Chardonnay,Import,2016 Domaine du Chateau de Pierreclos Macon-Pierreclos,Domaine du Chateau de Pierreclos,,Chardonnay,,White Wine
300.0,France > Burgundy,,,,,,,Import,,,,,,Red Wine
31.32,United States > California > Central Coast > Santa Lucia Highlands,,20001529_2018-07-03,Chardonnay,20001529-BRN,2016 Bernardus Chardonnay Santa Lucia Highlands Rosella’s Vineyard,Chardonnay,Domestic,2016 Bernardus Chardonnay Santa Lucia Highlands Rosella’s Vineyard,Bernardus Winery,,Chardonnay,,White Wine
21.99,Italy > Tuscany,,,,,,,Import,,,20000093,,,Red Wine
31.79,Italy > Friuli-Venezia Giulia,,20001990_2018-10-20,Interesting White,20001990-MNW,2016 Massican Gaspare Friuli Colli Orientali White Wine,"Chardonnay,Ribolla Gialla,Tocai",Import,2016 Massican Gaspare Friuli Colli Orientali White Wine,Massican Winery,,Chardonnay,,White Wine
79.99,France > Burgundy > Bourgogne Blanc,The Wine Trust,20001645_2018-09-18,Chardonnay,20001645-LRY,2016 Maison Leroy Bourgogne Blanc,Chardonnay,Import,2016 Maison Leroy Bourgogne Blanc,Domaine Leroy,,Chardonnay,,White Wine
43.59,,,,,,,,Import,,,Google_Search_Alpha_Region,,,Red Wine
42.39,,,,Tempranillo,,,,Import,,,,,,Red Wine
75.08,France > Burgundy,Domaine Select Wine & Spirits,,,,,,Import,,,,,,Red Wine
95.61,United States > California > Napa Valley,,20001957_2018-10-21,Cabernet Sauvignon,20001957-KOB,2015 Kobalt Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Kobalt Cabernet Sauvignon Napa Valley,Kobalt Wines,SEARCH-Wines_C,Cabernet Sauvignon,,Red Wine
24.6,France > Loire,AP Wine Imports,,,,,,Import,,,,,,White Wine
32.84,United States > California > Napa Valley,,20001549_2018-04-04,Red Blend,20001549-KCB,2015 Delightful and Strange Red Blend,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Delightful & Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
55.0,France > Champagne,,,Champagne,,,,Import,,Billecart-Salmon,,,,Sparkling
30.47,United States > California > Napa Valley,,20000448_2018-03-01,Cabernet Sauvignon,20000448-KCB,2014 Fiancetto Cabernet Sauvignon Sobrante Loam Napa Valley,Cabernet Sauvignon,Private Label,2014 Fiancetto Cabernet Sauvignon Sobrante Loam Napa Valley,Fiancetto,Google_Search_Gamma_Wines_USA_OR-WA-Rest,Cabernet Sauvignon,edge wine,Red Wine
24.78,United States > California > Contra Costa,,,,,,,Domestic,,Three Wine Company,,,,Red Wine
29.56,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
32.39,United States > California > Napa Valley > Diamond Mountain,,20000875_2018-06-30,Cabernet Sauvignon,20000875-KCB,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,"Cabernet Sauvignon,Malbec,Merlot,Petit Verdot",Private Label,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
129.0,,,,,,,,Import,,,02022018_ST_MysterySets_EC,,,
25.12,United States > California > Sonoma County > Russian River Valley,Jigar Wines,20001572_2018-04-21,Chardonnay,20001572-JIG,2014 Jigar Wines Russian River Valley Sonoma County		,Chardonnay,Domestic,2014 Jigar Wines Chardonnay Russian River Valley Sonoma County		,Jigar Wines,B_Wine Access_3P_Producers_Opus_One_Tier1,Chardonnay,,White Wine
16.45,Argentina > Mendoza > Uco Valley,Aveniu Brands,20001425_2018-04-30,Red Blend,20001425-LOC,Locations AR6,"Cabernet Sauvignon,Malbec",Import,Locations AR6,Locations,,Cabernet Sauvignon,,Red Wine
32.76,United States > California > Napa Valley > Rutherford,,20000584_2018-05-05,Cabernet Sauvignon,20000584-KCB,2014 Chad Cabernet Sauvignon Reserve Rutherford Napa Valley,Cabernet Sauvignon,Private Label,2014 Chad Cabernet Sauvignon Reserve Rutherford Napa Valley,Chad,,Cabernet Sauvignon,,Red Wine
29.56,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
26.56,United States > California > Santa Barbara,,20000999_2017-11-21,Red Blend,20000999-JON,2013 The Paring Red,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2013 The Paring Red,Jonata,evocalize,Cabernet Sauvignon,Cabernet 180 Visitor LAL,Red Wine
17.0,Spain,,20000805_2018-02-21,Red Blend,20000805-LOC,Locations E4 Spain Red Wine Blend,"Carignan,Grenache,Monastrell,Tempranillo",Import,Locations E4 ,Locations,,Carignan,,Red Wine
78.98,France > Champagne,Vintus,20001958_2018-10-13,Champagne,20001958-BOL,2005 Bollinger La Grande Annee Champagne,"Chardonnay,Pinot Noir",Import,2005 Bollinger La Grande Annee Champagne,Bollinger,,Chardonnay,,Sparkling
33.92,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
43.18,United States > California > Napa Valley,,20001548_2018-04-12,Cabernet Sauvignon,20001548-KCB,2015 Pompier Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Private Label,2015 Pompier Cabernet Sauvignon Napa Valley,Pompier,,Cabernet Sauvignon,,Red Wine
42.0,United States > California > Napa Valley > Atlas Peak,,20000822_2018-09-06,Cabernet Sauvignon,20000822-KCB,2014 Karo-Kann Cabernet Sauvignon Private Reserve Block 12 Atlas Peak Napa Valley,Cabernet Sauvignon,Private Label,2014 Karo-Kann Cabernet Sauvignon Private Reserve Block 12 Atlas Peak Napa Valley,Karo-Kann,,Cabernet Sauvignon,,Red Wine
18.32,France > Provence,Wade & Clark,,Rose,,,,Import,,,,,,Rose
30.5,United States > California > Napa Valley,,,,,,,Domestic,,Three Wine Company,,,,Red Wine
32.32,United States > California > Napa Valley,,20001677_2018-09-28,Red Blend,20001677-KCB,2016 Delightful and Strange Proprietary Red Wine Napa Valley,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,G_WineAccess_Brand_SEARCH-Brand_NEW,Cabernet Sauvignon,wine access,Red Wine
53.49,United States > California > Napa Valley,,20001135_2018-02-09,Cabernet Sauvignon,20001135-CSC,2014 Cornerstone Cellars Benchlands Cabernet Sauvignon,Cabernet Sauvignon,Domestic,2014 Cornerstone Cellars Benchlands Cabernet Sauvignon,Cornerstone Cellars,,Cabernet Sauvignon,,Red Wine
28.62,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,Google_Search_Gamma_Wines_France_Top-Producers,,,Red Wine
53.99,United States > California > Napa Valley,,20001452_2018-02-06,Cabernet Sauvignon,20001452-TSW,2013 Three Sticks Winery Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2013 Three Sticks Winery Cabernet Sauvignon Napa Valley,Three Sticks Winery,,Cabernet Sauvignon,,Red Wine
21.85,Italy > Tuscany,Mission Wine Company ,,,,,,Import,,,Google_Search_Beta_Varietal_Tier1,,#NAME?,Red Wine
48.15,,,,,,,,Import,,,,,,White Wine
22.0,France > Bordeaux,Kimberly Jones Selections,20000706_2018-06-25,Bordeaux Red Blend,20000706-ARB,2015 Arbalest Red Bordeaux,"Cabernet Franc,Merlot,Petit Verdot",Import,2015 Arbalest Red Bordeaux,Arbalest,,Cabernet Franc,,Red Wine
75.95,United States > California > Napa Valley > Rutherford,Young's Market,20000763_2018-02-09,Cabernet Sauvignon,20000763-HAL,"2013 Hall Napa Valley Cabernet Sauvignon Coeur"" """,Cabernet Sauvignon,Domestic,"2013 Hall Napa Valley Cabernet Sauvignon Coeur"" """,Hall Napa Valley,Site-wide Overlay  - custom design 12.18.17,Cabernet Sauvignon,,Red Wine
35.0,United States > California > Sonoma County > Russian River Valley,Palm Bay International,20001658_2018-06-15,Chardonnay,20001658-AUC,2014 Au Contraire Mighty Mouse Reserve Chardonnay Russian River Valley,Chardonnay,Domestic,2014 Au Contraire Mighty Mouse Reserve Chardonnay Russian River Valley,Au Contraire,,Chardonnay,,White Wine
19.13,France > Bordeaux,Twins America,,,,,,Import,,,,,,White Wine
54.75,United States > California > Sonoma County,,20001661_2018-06-28,Cabernet Sauvignon,20001661-HRV,2012 Hidden Ridge Cabernet Sauvignon 55% Slope Sonoma County,Cabernet Sauvignon,Domestic,2012 Hidden Ridge Cabernet Sauvignon 55% Slope Sonoma County,Hidden Ridge Vineyard,,Cabernet Sauvignon,,Red Wine
21.19,France > Burgundy > Macon,AP Wine Imports,20001374_2018-05-06,White Burgundy,20001374-CDP,2016 Domaine du Chateau de Pierreclos Macon-Pierreclos,Chardonnay,Import,2016 Domaine du Chateau de Pierreclos Macon-Pierreclos,Domaine du Chateau de Pierreclos,,Chardonnay,,White Wine
34.99,Spain,Whole Wine Trade,20001765_2018-08-02,Spanish Red Blend,20001765-FIT,2011 Finca Tobella Sellecio Especial Priorat,"Cabernet Sauvignon,Carignan,Grenache",Import,2011 Finca Tobella Sellecio Especial Priorat,Finca Tobella,,Cabernet Sauvignon,,Red Wine
25.43,,,,,,,,Domestic,,,,,,Red Wine
32.58,United States > California > Napa Valley,,20001487_2018-02-21,Cabernet Sauvignon,20001487-RPE,2016 Round Pond Estate Kith and Kin Cabernet Sauvignon Napa Valley,"Cabernet Sauvignon,Malbec,Merlot,Petit Verdot",Domestic,2016 Round Pond Estate Kith and Kin Cabernet Sauvignon Napa Valley,Round Pond Estate,,Cabernet Sauvignon,,Red Wine
52.64,United States > California > Napa Valley,,20001452_2018-02-06,Cabernet Sauvignon,20001452-TSW,2013 Three Sticks Winery Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2013 Three Sticks Winery Cabernet Sauvignon Napa Valley,Three Sticks Winery,20000916_newbrand,Cabernet Sauvignon,,Red Wine
13.78,United States > California,,,Interesting White,,,,Domestic,,,NEW - Site-wide Overlay  - variant 3,,,White Wine
27.0,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,NEW - Post Purchase V2,,,Red Wine
32.65,United States > California > Napa Valley,,20001677_2018-09-29,Red Blend,20001677-KCB,2016 Delightful and Strange Proprietary Red Wine Napa Valley,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
37.18,United States > California > Napa Valley,,20001337_2017-12-16,Cabernet Sauvignon,20001337-AVV,2015 Anderson's Conn Valley Vineyards Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Anderson's Conn Valley Vineyards Cabernet Sauvignon Napa Valley,Anderson's Conn Valley Vineyards,,Cabernet Sauvignon,,Red Wine
26.93,Spain,,,,,,,Import,,,,,,Red Wine
70.04,United States > California > Napa Valley,,20001373_2017-12-31,Red Blend,20001373-STE,2015 Steady State Red Wine Napa Valley by Grounded Wine Company,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot",Domestic,2015 Steady State Red Wine Napa Valley by Grounded Wine Company,Grounded Wine Company,,Cabernet Sauvignon,,Red Wine
16.45,,,,,,,,Import,,,,,,White Wine
75.0,United States > California > Napa Valley,,20001654_2018-06-11,Red Blend,20001654-FAV,2016 Carbone Red Wine Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2016 Carbone Red Wine Napa Valley,Favia,,Cabernet Franc,,Red Wine
31.86,United States > California > Napa Valley,,20001677_2018-08-25,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
17.35,Chile > Maipo Valley,Southern Starz,20002041_2018-11-07,Cabernet Sauvignon,20002041-CDB,2017 Casas del Bosque Gran Reserva Cabernet Sauvignon Maipo Valley Chile,Cabernet Sauvignon,Import,2017 Casas del Bosque Gran Reserva Cabernet Sauvignon Maipo Valley Chile,Casas del Bosque,,Cabernet Sauvignon,,Red Wine
53.86,France > Burgundy,Banville Wine Merchants,20001571_2018-04-14,White Burgundy,20001571-DJL,2014 Domaine J-L & F Chavy Pulignuy-Montrachet,Chardonnay,Import,2014 Domaine J-L & F Chavy Puligny-Montrachet,Domaine J-L & F Chavy,20001571_newbrand,Chardonnay,318d5773295333bc9822c6c6706f0566,White Wine
42.9,United States > California > Napa Valley,,,,,,,Domestic,,,,,,White Wine
43.44,,,,,,,,Import,,,,,,Red Wine
87.6,United States > California > Napa Valley,,20001189_2018-02-09,Cabernet Sauvignon,20001189-TOR,2014 TOR Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2014 TOR Cabernet Sauvignon Napa Valley,TOR Wines,,Cabernet Sauvignon,,Red Wine
70.78,Italy > Tuscany,,,Super Tuscan,,,"Cabernet Franc,Cabernet Sauvignon,Merlot",Import,,,,Cabernet Sauvignon,,Red Wine
31.67,United States > California > Napa Valley > Stags Leap District,,20000268_2018-04-17,Cabernet Sauvignon,20000268-KCB,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
20.32,,,,Red Blend,,,,Domestic,,,,,,Red Wine
38.15,United States > Oregon > Willamette Valley,,,,,,,Domestic,,Lange Winery,,,,Red Wine
272.5,United States > California > Napa Valley,,,Cabernet Sauvignon,20001518-AUS,2015 Au Sommet Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Au Sommet Cabernet Sauvignon Napa Valley,Au Sommet,,Cabernet Sauvignon,,Red Wine
85.9,France > Champagne,,,,,,,Import,,,,,,Sparkling
58.44,France > Champagne,,,Champagne,,,,Import,,Billecart-Salmon,Site-wide Overlay  - custom design 12.18.17,,wine access,Sparkling
64.8,,Hudson Wine Brokers,,,,,,Import,,,,,,Red Wine
12.99,,Europvin,,Tempranillo,,,,Import,,,,,,Red Wine
36.16,United States > California > Napa Valley > Atlas Peak,Scale Wine Group,,,,,,Domestic,,,,,,Red Wine
25.12,United States > California > Contra Costa,,,,,,,Domestic,,Three Wine Company,Y_Search_Beta_General_Tier3,,wine red,Red Wine
21.19,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
52.64,United States > California > Napa Valley,,,Red Blend,,,,Domestic,,Hourglass,20001149_newbrand,,,Red Wine
35.0,United States > California > Napa Valley,,20000903_2018-02-05,Cabernet Sauvignon,20000903-KCB,2015 Karo-Kann Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Petite Sirah",Private Label,2015 Karo-Kann Private Reserve Cabernet Sauvignon,Karo-Kann,20160928_Picayune_20000393_Main_W,Cabernet Sauvignon,,Red Wine
106.24,,Vintus,,,,,,Import,,,Post Purchase V2,,,
31.89,,Vineyard Brands,,,,,,Import,,,,,,Red Wine
23.58,United States > California > Sonoma County > Russian River Valley,,,,,,,Domestic,,William Knuttel,,,,Red Wine
21.58,United States > Washington,,,Red Blend,,,,Domestic,,Locations,,,,Red Wine
70.77,United States > California > Napa Valley,Reilly Wine Group,20001767_2018-08-08,Napa Red Blend,20001767-LAS,2013 La Sirena Pirate TreasuRed Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Grenache,Merlot,Petit Verdot,Petite Sirah,Syrah",Domestic,2013 La Sirena Pirate TreasuRed Napa Valley,La Sirena,,Cabernet Franc,,Red Wine
16.39,France > Bordeaux,Twins America,,Bordeaux Right Bank,,,"Cabernet Sauvignon,Merlot",Import,,,,,,Red Wine
253.21,,,,,,,,Import,,,Bing_Search_Beta_Wines,,#NAME?,
27.0,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,evocalize,,TOS LAL,Red Wine
136.62,United States > California > Napa Valley > Howell Mountain,Southern Glazer's of CA North,,,11851990-BER,2013 Beringer Vineyards Cabernet Sauvignon Private Reserve Napa Valley,Cabernet Sauvignon,Domestic,2013 Beringer Vineyards Cabernet Sauvignon Private Reserve Napa Valley,Beringer Vineyards,,Cabernet Sauvignon,,Red Wine
60.0,United States > California > Napa Valley,,11841304_2018-02-15,Cabernet Sauvignon,11841304-JPW,2014 Joseph Phelps Cabernet Sauvignon Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot",Domestic,2014 Joseph Phelps Cabernet Sauvignon Napa Valley,Joseph Phelps,,Cabernet Sauvignon,,Red Wine
14.89,United States > California > Napa Valley,,,,,,,Domestic,,Rubissow,,,,White Wine
49.99,United States > California > Napa Valley,Pacific Wine Group,20001380_2018-01-02,Cabernet Sauvignon,20001380-HES,2008 Hesperian Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2008 Hesperian Cabernet Sauvignon Napa Valley,Hesperian,,Cabernet Sauvignon,,Red Wine
24.66,United States > California > Contra Costa,,20001717_2018-07-22,Interesting Red,20001717-TWC,2013 Three Wine Company Carignane Lucchesi Vineyard Contra Costa County,"Carignan,Mataro,Petite Sirah,Zinfandel",Domestic,2013 Three Wine Company Carignane Lucchesi Vineyard Contra Costa County,Three Wine Company,,Carignan,,Red Wine
26.0,United States > California > Napa Valley,,20001267_2017-11-19,Cabernet Sauvignon,20001267-KCB,2014 Fiancetto Cabernet Sauvignon Lot 2,Cabernet Sauvignon,Private Label,2014 Fiancetto Cabernet Sauvignon Lot 2,Fiancetto,B_Wine Access_3P_Producer - Frank Family Vineyard,Cabernet Sauvignon,Frank  Family Vineyard|492|959511,Red Wine
53.5,France > Champagne,North Berkeley Wine Imports,10193772_2018-02-09,Champagne,10193772-MTY,NV Michel Turgy Reserve Selection Blanc De Blancs Grand Cru Brut,Chardonnay,Import,NV Michel Turgy Reserve Selection Blanc De Blancs Grand Cru Brut,Michel Turgy,,Chardonnay,,Sparkling
32.32,United States > California > Napa Valley,,,,,,,Domestic,,,Google_Search_Beta_Region,,#NAME?,Red Wine
48.71,United States > California > Santa Barbara,Skurnik Wines,,,,,,Domestic,,,Google_Search_Beta_BG_MidBuyer,,#NAME?,Red Wine
53.88,United States > California > Sonoma County,,20001661_2018-06-28,Cabernet Sauvignon,20001661-HRV,2012 Hidden Ridge Cabernet Sauvignon 55% Slope Sonoma County,Cabernet Sauvignon,Domestic,2012 Hidden Ridge Cabernet Sauvignon 55% Slope Sonoma County,Hidden Ridge Vineyard,,Cabernet Sauvignon,,Red Wine
13.64,,Europvin,,Tempranillo,,,,Import,,,,,,Red Wine
27.21,United States > California > Napa Valley,,,,,,,Domestic,,Anderson's Conn Valley Vineyards,,,,Red Wine
31.86,United States > California > Napa Valley,,20001677_2018-08-25,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
20.63,,,,Red Blend,,,,Domestic,,,,,,Red Wine
80.25,France > Champagne,Vintus,20001958_2018-10-13,Champagne,20001958-BOL,2005 Bollinger La Grande Annee Champagne,"Chardonnay,Pinot Noir",Import,2005 Bollinger La Grande Annee Champagne,Bollinger,,Chardonnay,,Sparkling
16.38,Spain,Ole Imports,20001872_2018-09-15,Spanish Red Blend,20001872-CVA,2014 Compañia de Vinos del Atlantico Gordo Yecla Spain,"Cabernet Sauvignon,Monastrell",Import,2014 Compañia de Vinos del Atlantico Gordo Yecla Spain,Compania de Vinos del Atantico,,Cabernet Sauvignon,,Red Wine
